Individual	Song	song.has.call	Syllable	call	pc_1_value	pc_2_value	pc_3_value	pc_4_value	pc_5_value
Collared 2013 5	2013 Collared 5_6	yes	6	not call	-0,099592509	-0,230033265	0,045115714	-0,067009446	0,08444327
Collared 2013 5	2013 Collared 5_6	yes	7	not call	0,040846793	0,168636224	-0,076679072	-0,037024321	0,08838156
Collared 2013 5	2013 Collared 5_6	yes	8	not call	-0,046917865	-0,004731442	0,038071026	0,024708482	0,002487165
Collared 2013 5	2013 Collared 5_6	yes	9	not call	-0,03850488	0,05903168	-0,014744131	-0,052603291	0,028596503
Collared 2013 5	2013 Collared 5_6	yes	10	not call	-0,0583306	-0,126593978	-0,034784742	0,021022836	0,0299432
Collared 2013 5	2013 Collared 5_6	yes	11	not call	-0,048169851	0,072265346	-0,016592157	-0,060020613	0,038554577
Collared 2013 5	2013 Collared 5_6	yes	12	not call	-0,060378565	-0,191435868	-0,083370996	-0,026439595	0,123259985
Collared 2013 5	2013 Collared 5_7	yes	1	not call	0,69100824	-0,162465759	0,059296431	-0,044524363	-0,07278032
Collared 2013 5	2013 Collared 5_7	yes	2	call	-0,064029749	-0,05097706	0,055878792	0,034344128	-0,021372935
Collared 2013 5	2013 Collared 5_7	yes	3	not call	-0,047723418	0,104536992	0,108114757	-0,085430254	-0,008400962
Collared 2013 5	2013 Collared 5_7	yes	4	not call	-0,066668386	0,033010606	0,063839713	0,010903557	0,000386704
Collared 2013 5	2013 Collared 5_7	yes	5	not call	-0,051841852	0,088494701	0,120261302	0,016311015	-0,092472382
Collared 2013 5	2013 Collared 5_7	yes	6	not call	-0,074413076	-0,098330036	0,06858627	-0,022730255	0,005503791
Collared 2013 5	2013 Collared 5_7	yes	7	not call	-0,039166132	0,094428803	0,045767541	-0,007248479	-0,027478786
Collared 2013 5	2013 Collared 5_8	yes	1	call	-0,064225029	-0,043453992	0,048205764	0,032551725	-0,028343692
Collared 2013 5	2013 Collared 5_8	yes	2	not call	-0,059470009	0,118423766	0,088726958	-0,063047535	-0,043174074
Collared 2013 5	2013 Collared 5_8	yes	3	not call	-0,070599673	0,006246797	0,045218251	0,002049722	-0,007557845
Collared 2013 5	2013 Collared 5_8	yes	4	not call	-0,053481535	0,083405759	0,127828581	0,008064255	-0,057746004
Collared 2013 5	2013 Collared 5_8	yes	5	not call	-0,049844821	-0,147586157	0,083441721	0,051564264	0,021516922
Collared 2013 5	2013 Collared 5_8	yes	6	not call	0,046976737	0,003453424	-0,032210921	0,047851894	-0,029879124
Collared 2013 5	2013 Collared 5_8	yes	7	not call	0,023752611	0,073793723	0,018985268	0,029832406	0,048477502
2. Collared 6 2013	2013 Collared 6_1	yes	1	call	-0,042072658	-0,053901581	-0,034816616	0,005143758	-0,054499407
2. Collared 6 2013	2013 Collared 6_1	yes	2	not call	-0,04741657	0,078799323	0,056831254	0,045685418	-0,016398873
2. Collared 6 2013	2013 Collared 6_1	yes	3	not call	-0,05404592	0,094037331	0,066449238	0,06075938	-0,035096666
2. Collared 6 2013	2013 Collared 6_1	yes	4	not call	-0,083939435	-0,035730506	0,068579116	0,000179006	0,017165284
2. Collared 6 2013	2013 Collared 6_1	yes	5	not call	0,065905853	0,136582257	-0,140377195	0,04580063	0,091947269
2. Collared 6 2013	2013 Collared 6_1	yes	6	not call	0,12958622	0,16084915	-0,187573418	0,031689543	0,086399392
2. Collared 6 2013	2013 Collared 6_1	yes	7	not call	-0,026592933	0,053338149	-0,054609451	0,052992976	0,034753248
2. Collared 6 2013	2013 Collared 6_2	yes	1	call	-0,073273759	-0,037299977	-0,006953007	0,011506429	0,012484126
2. Collared 6 2013	2013 Collared 6_2	yes	2	not call	-0,038607046	0,069184963	0,047279742	0,013520165	-0,034097751
2. Collared 6 2013	2013 Collared 6_2	yes	3	not call	-0,050480856	0,096944696	0,045925802	0,050441619	-0,030967497
2. Collared 6 2013	2013 Collared 6_2	yes	4	not call	-0,090008365	-0,032203078	0,075327025	-0,004175514	0,016163992
2. Collared 6 2013	2013 Collared 6_2	yes	5	not call	-0,010298253	0,155401342	0,020342284	-0,004579547	0,006454905
2. Collared 6 2013	2013 Collared 6_3	yes	1	call	-0,083565527	-0,036681607	0,015794132	-0,009604037	-0,019819739
2. Collared 6 2013	2013 Collared 6_3	yes	2	not call	-0,030590629	0,068324909	0,061019986	0,052865857	-0,049834461
2. Collared 6 2013	2013 Collared 6_3	yes	3	not call	-0,049643997	0,096083861	0,076849565	0,067142409	-0,049290918
2. Collared 6 2013	2013 Collared 6_3	yes	4	not call	-0,087541132	-0,046807865	0,092645721	-0,008017651	0,007842162
2. Collared 6 2013	2013 Collared 6_3	yes	5	not call	0,008660811	0,148894722	-0,12298838	-0,003962872	0,087683916
2. Collared 6 2013	2013 Collared 6_3	yes	6	not call	-0,006849973	0,17879082	-0,118248575	-0,050957663	0,11260982
2. Collared 6 2013	2013 Collared 6_3	yes	7	not call	0,005168863	0,053377842	-0,051728315	0,04179894	0,046386727
2. Collared 6 2013	2013 Collared 6_4	yes	1	call	-0,076234239	-0,041455735	0,038581482	0,025998404	0,020834748
2. Collared 6 2013	2013 Collared 6_4	yes	2	not call	-0,034997436	0,05862675	0,057304811	0,025572795	-0,034120966
2. Collared 6 2013	2013 Collared 6_4	yes	3	not call	-0,05073814	0,094109048	0,051750404	0,046704458	-0,042877071
2. Collared 6 2013	2013 Collared 6_4	yes	4	not call	0,041904785	-0,085143526	-0,072111117	0,026495219	-0,016941499
2. Collared 6 2013	2013 Collared 6_4	yes	5	not call	-0,047363899	-0,274887535	-0,088521468	0,021851483	0,003514332
2. Collared 6 2013	2013 Collared 6_4	yes	6	not call	-0,002982012	0,159858239	-0,036611635	0,002390039	0,024638038
2. Collared 6 2013	2013 Collared 6_4	yes	7	not call	-0,062570732	-0,045550119	0,074404468	0,022332606	-0,034346402
2. Collared 6 2013	2013 Collared 6_4	yes	8	not call	-0,056022703	-0,227276114	0,050346262	0,035447879	0,02294898
2. Collared 6 2013	2013 Collared 6_4	yes	9	not call	0,009364912	0,081986086	-0,047251418	-0,000184658	-0,010533546
2. Collared 6 2013	2013 Collared 6_4	yes	10	not call	0,05898317	0,118027792	-0,162421566	0,010927865	-0,023733429
2. Collared 6 2013	2013 Collared 6_4	yes	11	not call	-0,058062016	-0,225002133	0,057684591	0,031290115	0,029448345
2. Collared 6 2013	2013 Collared 6_5	yes	1	call	-0,063990336	-0,041096082	0,018563897	0,024579369	0,004792113
2. Collared 6 2013	2013 Collared 6_5	yes	2	not call	-0,032800106	0,068290473	0,058981134	0,042054163	-0,045672034
2. Collared 6 2013	2013 Collared 6_5	yes	3	not call	-0,050119582	0,094336423	0,052076272	0,05173816	-0,042395963
2. Collared 6 2013	2013 Collared 6_5	yes	4	not call	-0,077722325	-0,035492384	0,091853342	0,014252854	0,012449816
2. Collared 6 2013	2013 Collared 6_5	yes	5	not call	0,017735092	0,162880009	-0,127579631	-0,003142971	0,091655585
2. Collared 6 2013	2013 Collared 6_5	yes	6	not call	0,110471642	0,177367158	-0,16702125	-0,021191959	0,075624757
2. Collared 6 2013	2013 Collared 6_5	yes	7	not call	-0,011795353	0,048917646	-0,055471437	0,008033612	0,029734601
2. Collared 7 2013	2013 Collared 7_2	yes	1	call	-0,068821102	-0,039833674	0,046562463	0,036241866	0,026398831
2. Collared 7 2013	2013 Collared 7_2	yes	2	not call	-0,082086563	0,05044939	0,024866589	-0,051581238	-0,014389634
2. Collared 7 2013	2013 Collared 7_2	yes	3	not call	-0,044137816	0,150878052	0,001316765	-0,009165051	-0,004414102
2. Collared 7 2013	2013 Collared 7_2	yes	4	not call	-0,078589635	-0,039567666	0,043557868	0,024522835	0,030776855
2. Collared 7 2013	2013 Collared 7_2	yes	5	not call	-0,037490255	-0,181266433	0,086464545	-0,060985347	0,020872255
2. Collared 7 2013	2013 Collared 7_2	yes	6	not call	-0,024214509	0,143689051	0,018015478	-0,000201091	-0,011118331
2. Collared 7 2013	2013 Collared 7_2	yes	7	not call	-0,051426773	-0,189292615	0,073474167	0,061190669	0,031089382
2. Collared 7 2013	2013 Collared 7_7	yes	1	call	-0,069134373	-0,041233048	-0,000992101	0,017579179	0,035699534
2. Collared 7 2013	2013 Collared 7_7	yes	2	not call	-0,019464481	0,017504236	0,017922276	-0,027525646	-5,66E-05
2. Collared 7 2013	2013 Collared 7_7	yes	3	not call	-0,063480633	-0,157648791	0,080275951	-0,039338318	0,011555266
2. Collared 7 2013	2013 Collared 7_7	yes	4	not call	-0,011004002	0,141047828	0,012098652	0,00651491	-0,022184109
2. Collared 7 2013	2013 Collared 7_7	yes	5	not call	-0,08234028	-0,049908016	0,057652337	-0,010599865	0,010739092
2. Collared 7 2013	2013 Collared 7_9	yes	1	call	-0,079872802	-0,0451013	0,03918989	0,019367891	0,02506351
2. Collared 7 2013	2013 Collared 7_9	yes	2	not call	-0,032642098	0,147940733	0,02698382	-0,028344976	-0,016111564
2. Collared 7 2013	2013 Collared 7_9	yes	3	not call	-0,074636033	-0,043028131	0,040630414	0,018004613	0,026211888
2. Collared 7 2013	2013 Collared 7_9	yes	4	not call	-0,187418921	-0,14906498	0,052832105	-0,339898617	0,011571702
2. Collared 7 2013	2013 Collared 7_9	yes	5	not call	-0,020575567	0,154059601	0,027564701	-0,052545343	0,009259371
2. Collared 7 2013	2013 Collared 7_9	yes	6	not call	-0,058888036	-0,19437137	0,063645753	0,045003781	0,041006253
Collared 2013 8	2013 Collared 8_10	no	1	not call	-0,0409174	0,079922238	-0,005590886	-0,009066557	-0,004971076
Collared 2013 8	2013 Collared 8_10	no	2	not call	-0,049536736	0,075215925	0,062769426	0,045215785	-0,065460188
Collared 2013 8	2013 Collared 8_10	no	3	not call	-0,164072915	-0,142284191	0,0007482	-0,368121525	-0,050604707
Collared 2013 8	2013 Collared 8_10	no	4	not call	0,003347675	0,15046836	0,005450456	-0,024811702	-0,005350341
Collared 2013 8	2013 Collared 8_10	no	5	not call	-0,067504415	0,003489284	-0,09739461	0,006263535	-0,100828577
Collared 2013 8	2013 Collared 8_10	no	6	not call	0,013393681	-0,195259167	-0,061280093	0,065816802	0,085028405
Collared 2013 8	2013 Collared 8_10	no	7	not call	-0,042668628	-0,287317918	0,012627927	-0,006422849	0,091026361
Collared 2013 8	2013 Collared 8_2	no	1	not call	-0,041519035	0,064395201	0,015998498	0,010634642	-0,005685745
Collared 2013 8	2013 Collared 8_2	no	2	not call	-0,031906364	0,083502604	0,007217875	0,052458491	-0,011173245
Collared 2013 8	2013 Collared 8_2	no	3	not call	-0,172233026	-0,132055525	0,008979051	-0,266979831	-0,115840299
Collared 2013 8	2013 Collared 8_2	no	4	not call	0,003341865	0,152177282	0,002891707	0,012295987	-0,008586669
Collared 2013 8	2013 Collared 8_2	no	5	not call	-0,029647115	0,023384597	-0,067841539	0,031094461	-0,052168539
Collared 2013 8	2013 Collared 8_2	no	6	not call	0,002794707	-0,183125582	-0,03989253	0,065240881	0,106500812
Collared 2013 8	2013 Collared 8_2	no	7	not call	0,002777026	-0,290240133	-0,012359908	0,010028304	0,113414336
Collared 2013 8	2013 Collared 8_7	no	1	not call	-0,068186171	0,072114466	0,065419014	0,018821114	-0,016448774
Collared 2013 8	2013 Collared 8_7	no	2	not call	-0,046500694	0,082082266	0,044200474	0,051698134	-0,053476486
Collared 2013 8	2013 Collared 8_7	no	3	not call	-0,164551791	-0,142997818	0,005317833	-0,328812002	-0,07583326
Collared 2013 8	2013 Collared 8_7	no	4	not call	0,005232398	0,15390935	-0,008363021	0,001134622	-0,001416866
Collared 2013 8	2013 Collared 8_8	no	1	not call	-0,061819353	0,059218954	0,043098629	-0,002918495	0,002229867
Collared 2013 8	2013 Collared 8_8	no	2	not call	-0,039295707	0,072263893	0,03076172	0,055003963	-0,047767474
Collared 2013 8	2013 Collared 8_8	no	3	not call	-0,163060503	-0,156480836	0,054535962	-0,335621334	0,002744968
Collared 2013 8	2013 Collared 8_8	no	4	not call	-0,017397134	0,1408209	0,028917532	-0,010643196	-0,042234336
2. Collared 1 2014	2014 Collared 1 S_1	no	1	not call	-0,068928474	-0,043285067	0,083043343	0,053735549	-0,010948063
2. Collared 1 2014	2014 Collared 1 S_1	no	2	not call	-0,087606734	0,09210989	0,074241634	-0,031605983	-0,008396313
2. Collared 1 2014	2014 Collared 1 S_1	no	3	not call	-0,074784863	0,003667289	0,079198823	0,035501718	0,002723953
2. Collared 1 2014	2014 Collared 1 S_1	no	4	not call	-0,051070489	-0,212296793	-0,143261781	-0,00824899	-0,043226251
2. Collared 1 2014	2014 Collared 1 S_1	no	5	not call	-0,032982591	0,128977123	0,004934175	-0,042012239	0,020034297
2. Collared 1 2014	2014 Collared 1 S_1	no	6	not call	0,044674399	-0,082468325	-0,076612846	0,089612671	0,022793597
2. Collared 1 2014	2014 Collared 1 S_1	no	7	not call	-0,057519393	-0,294656019	-0,092982938	-0,009860445	0,002074711
2. Collared 1 2014	2014 Collared 1 S_2	yes	1	call	-0,060838873	-0,039462098	0,018870791	0,055998773	0,005747286
2. Collared 1 2014	2014 Collared 1 S_2	yes	2	not call	-0,07755708	0,066365886	0,080124706	0,01750361	-0,022619276
2. Collared 1 2014	2014 Collared 1 S_2	yes	3	not call	-0,069833905	0,003946061	0,078344488	0,028800366	-0,0140056
2. Collared 1 2014	2014 Collared 1 S_2	yes	4	not call	-0,043582585	-0,217070556	-0,128747218	-0,004720237	-0,07613624
2. Collared 1 2014	2014 Collared 1 S_2	yes	5	not call	-0,091651598	0,090675743	0,103992074	-0,074590668	-0,050209642
2. Collared 1 2014	2014 Collared 1 S_2	yes	6	not call	0,059178926	0,052346774	-0,080317583	-0,018381161	0,102578007
2. Collared 1 2014	2014 Collared 1 S_2	yes	7	not call	-0,049043006	-0,182131193	0,058447347	0,098411847	0,004229072
2. Collared 1 2014	2014 Collared 1 S_3	yes	1	call	-0,072876699	-0,035399376	0,022783182	0,042344592	0,00800144
2. Collared 1 2014	2014 Collared 1 S_3	yes	2	not call	-0,09804488	0,089121254	0,107041547	-0,031493067	-0,017525037
2. Collared 1 2014	2014 Collared 1 S_3	yes	3	not call	-0,0684841	0,002136377	0,069363488	0,034400487	-0,023619362
2. Collared 1 2014	2014 Collared 1 S_3	yes	4	not call	-0,03336634	-0,220142341	-0,111383729	-0,011722049	-0,051241924
2. Collared 1 2014	2014 Collared 1 S_3	yes	5	not call	-0,021142997	0,122736661	0,066441805	0,046363005	-0,030833082
2. Collared 1 2014	2014 Collared 1 S_4	yes	1	call	-0,068232092	-0,03431483	0,023206429	0,055155421	0,020617397
2. Collared 1 2014	2014 Collared 1 S_4	yes	2	not call	-0,093306113	0,091565131	0,089044795	-0,044851533	-0,024060641
2. Collared 1 2014	2014 Collared 1 S_4	yes	3	not call	-0,073340111	0,004935747	0,089226227	0,031540955	-0,008072167
2. Collared 1 2014	2014 Collared 1 S_4	yes	4	not call	-0,051452169	-0,204896774	-0,093302641	0,008680366	-0,014761711
2. Collared 1 2014	2014 Collared 1 S_4	yes	5	not call	0,001921732	0,123546596	0,019810279	0,004535929	0,014010377
2. Collared 1 2014	2014 Collared 1 S_4	yes	6	not call	0,060254171	-0,099539024	-0,078300625	0,049017473	0,002273269
2. Collared 1 2014	2014 Collared 1 S_4	yes	7	not call	-0,043397916	-0,269880264	-0,086832536	0,005345065	-0,004252681
2. Collared 1 2014	2014 Collared 1 S_4	yes	8	not call	-0,030826462	0,132100132	0,050985123	-0,050130282	0,02407281
2. Collared 1 2014	2014 Collared 1 S_5	no	1	not call	-0,045208456	0,070368853	0,052051102	0,009508866	-0,02318716
2. Collared 1 2014	2014 Collared 1 S_5	no	2	not call	-0,074227524	0,060430065	0,106992215	0,035820784	-0,028267059
2. Collared 1 2014	2014 Collared 1 S_5	no	3	not call	-0,023360777	-0,203748868	-0,052711702	0,068466213	-0,013732012
2. Collared 1 2014	2014 Collared 1 S_5	no	4	not call	0,044074065	0,140688857	-0,049799907	0,043831228	0,074578572
2. Collared 1 2014	2014 Collared 1 S_5	no	5	not call	-0,072178684	-0,030950644	0,086852832	0,031279331	0,002022504
2. Collared 1 2014	2014 Collared 1 S_5	no	6	not call	-0,069820885	0,084980183	-0,21137255	-0,003158622	0,013640927
2. Collared 1 2014	2014 Collared 1 S_5	no	7	not call	-0,069008925	-0,230238808	0,075325167	-0,001127486	0,005389096
2. Collared 1 2014	2014 Collared 1 S_6	yes	1	call	-0,075403497	-0,028122057	0,040330205	0,051614073	-0,00238573
2. Collared 1 2014	2014 Collared 1 S_6	yes	2	not call	-0,087825367	0,086538647	0,124613701	-0,002937301	-0,026962661
2. Collared 1 2014	2014 Collared 1 S_6	yes	3	not call	-0,063800112	-0,191963547	0,070673745	0,026184287	0,051051437
2. Collared 11 2014	2014 Collared 11_1	yes	1	call	-0,065678496	-0,033815722	0,018982275	0,045664982	-0,01093481
2. Collared 11 2014	2014 Collared 11_1	yes	2	not call	0,687175892	-0,078373795	0,087784164	-0,04699261	-0,07410372
2. Collared 11 2014	2014 Collared 11_1	yes	3	not call	-0,074744801	0,065379029	0,054373682	-0,02337542	-0,030271024
2. Collared 11 2014	2014 Collared 11_1	yes	4	not call	-0,018299935	0,138082596	0,039042868	-0,02174491	0,001823147
2. Collared 11 2014	2014 Collared 11_1	yes	5	not call	-0,042533648	-0,01908841	-0,048962688	0,067299883	0,061308306
2. Collared 11 2014	2014 Collared 11_1	yes	6	not call	-0,093527421	0,135564191	0,069920047	-0,075743524	0,026524705
2. Collared 11 2014	2014 Collared 11_1	yes	7	not call	-0,027688269	-0,164601566	0,014608877	0,06188576	0,099501495
2. Collared 11 2014	2014 Collared 11_1	yes	8	not call	-0,032536698	-0,214805184	0,03627397	0,067121019	0,047192464
2. Collared 11 2014	2014 Collared 11_2	yes	1	call	-0,060200784	-0,031051162	0,006476276	0,034623381	-0,014659023
2. Collared 11 2014	2014 Collared 11_2	yes	2	not call	0,718557968	-0,128480294	0,053206744	-0,007449309	-0,070292849
2. Collared 11 2014	2014 Collared 11_2	yes	3	not call	-0,076389322	0,06179785	0,041146065	-0,014245866	-0,037665828
2. Collared 11 2014	2014 Collared 11_2	yes	4	not call	0,024219953	0,151189823	0,048638974	-0,023580954	0,018864849
2. Collared 11 2014	2014 Collared 11_2	yes	5	not call	-0,047703923	-0,008914548	-0,035716726	0,037369012	0,045212751
2. Collared 11 2014	2014 Collared 11_2	yes	6	not call	-0,061720787	0,116012853	0,037903518	-0,033265623	0,023329755
2. Collared 11 2014	2014 Collared 11_2	yes	7	not call	-0,023096667	-0,171879667	0,003516401	0,082328551	0,103621307
2. Collared 11 2014	2014 Collared 11_2	yes	8	not call	-0,037669853	-0,223009697	0,021664392	0,030236848	0,04300598
2. Collared 11 2014	2014 Collared 11_3	yes	1	call	0,697970761	-0,098094582	0,09554581	-0,044966774	-0,012433633
2. Collared 11 2014	2014 Collared 11_3	yes	2	not call	-0,04314202	-0,035393056	-0,014213167	0,056973113	-0,009305846
2. Collared 11 2014	2014 Collared 11_3	yes	3	not call	0,680323522	-0,083741849	0,088161488	-0,073808514	-0,058236113
2. Collared 11 2014	2014 Collared 11_3	yes	4	not call	-0,105321129	-0,001835537	0,030224128	-0,07437592	-0,099543973
2. Collared 11 2014	2014 Collared 11_3	yes	5	not call	-0,046790093	0,137141405	-0,005282602	-0,017786292	0,043631054
2. Collared 11 2014	2014 Collared 11_3	yes	6	not call	0,008386139	-0,204859364	-0,011910611	0,079544605	0,048005607
